name,url,total,Ted Cruz,Tommy Tuberville,Joshua Hawley,Rick Scott,Richard Shelby,"Marshall, Roger",Bill Haggerty,Marsha Blackburn,John Kennedy,Cynthia Lummis,Tom Cotton,Marco Rubio,John Barraso,Rand Paul,Tim Scott,Pat Toomey,Mike Lee,John Boozman,James Lankford,Cindy Hyde-Smith,Benjamin Sasse,Bill Cassidy,Steven Daines,John Hoeven,James Inhofe,Joni Ernst,Mike Braun,Jim Risch,Michael Crapo,Deb Fischer,Jerry Moran,John Thune,Ron Johnson,John Cornyn,Dan Sullivan,Kevin Cramer,Todd Young,Thom Tills,Roger Wicker,Roy Blunt,Shelley Moore Capito,Mitch McConnell,Chuck Grassley,Mitt Romney,Richard Burr,Mike Rounds,Rob Portman,Lindsey Graham,Lisa Murkowski,First Highest Donatee,Second Highest Donatee,Third Highest Donatee
Columbus Chemical Industries,www.columbuschemical.com,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Dart Transit,,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Davisco Foods International,,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Freymiller,www.freymiller.com,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Lankford,Ted Cruz,Ted Cruz
Jasco Products Co,,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Lankford,Ted Cruz,Ted Cruz
Jim Click Automotive,www.jimclick.com,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Lankford,Ted Cruz,Ted Cruz
Multicoin Capital,www.multicoin.capital,11600,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cynthia Lummis,Ted Cruz,Ted Cruz
Neuberger Berman LLC,,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
PI Holdings,,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Pipkins Inc,,11600,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tommy Tuberville,Ted Cruz,Ted Cruz
Ranip LLC,,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Lankford,Ted Cruz,Ted Cruz
Refinery,www.refinery29.com,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
System Builders,www.systembuilders.com.my,11600,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tommy Tuberville,Ted Cruz,Ted Cruz
Tower Hill Insurance,www.thig.com,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Vc,www.vccs.edu,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Wausau Homes,www.wausauhomes.com,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Legacy Bank (Oklahoma),,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Lankford,Ted Cruz,Ted Cruz
Whiting Petroleum,www.whiting.com,11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11450,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Maggie Sottero Designs,www.maggiesottero.com,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11400,0,0,0,0,0,Mitt Romney,Ted Cruz,Ted Cruz
Q Services LLC,,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Braun,Ted Cruz,Ted Cruz
Valuehealth,www.valuehealth.com,11400,0,0,0,0,0,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Burke Properties,www.burkeproperties.com,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Lonestar Pipeline Contractors,www.lonestarplc.com,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11300,0,0,0,0,0,0,0,0,0,0,0,Thom Tills,Ted Cruz,Ted Cruz
The Advocacy Group,www.theadvocacygroup.org,11249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11249,0,0,0,0,Richard Burr,Ted Cruz,Ted Cruz
Johnsonville Sausage,,11225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Macerich Co,www.macerich.com,11224,0,0,0,0,0,11224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Conestoga Energy Partners,,11200,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Crc Advisors,www.crcadvisors.com,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Lee,Ted Cruz,Ted Cruz
Creativeone,www.creativeone.com,11200,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Foam Fabricators Inc,,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Hodgdon Powder,www.hodgdon.com,11200,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Jvc Investment Partners,,11200,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Magnolia Marketing,www.magnoliamc.com,11200,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
McKinley Assoc,,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Mdc Holdings,,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Lee,Ted Cruz,Ted Cruz
Northrock Inc,,11200,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Rv Wagner,www.rvwagner.com,11200,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tommy Tuberville,Ted Cruz,Ted Cruz
San Francisco Giants,,11200,0,0,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cynthia Lummis,Ted Cruz,Ted Cruz
Tf Rankin Assoc,,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,Thom Tills,Ted Cruz,Ted Cruz
Unisys Corp,,11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11130,0,0,0,0,0,Mitt Romney,Ted Cruz,Ted Cruz
Corwin Automotive Group,,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Lexmark International,,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Oshkosh Corp,www.oshkoshcorp.com,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Cargill Inc,,11075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11075,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
German American Bancorp,,11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Braun,Ted Cruz,Ted Cruz
Ball Consulting Group,www.8ballconsulting.com,11000,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Cincinnati Eye Institute,www.cincinnatieye.com,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
InPro Corp,www.inprocorp.com,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Papercone Corp,,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Sinclair Oil,www.sinclairoil.com,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Risch,Ted Cruz,Ted Cruz
Willis Knighton,www.wkhs.com,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Considine Sales,,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Braun,Ted Cruz,Ted Cruz
University of Notre Dame,www.nd.edu,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Braun,Ted Cruz,Ted Cruz
Fry Eye Assoc,www.fryeye.com,10900,0,0,0,0,0,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Icm Inc,www.icminc.com,10900,0,0,0,0,0,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Jackson Hole Mountain Resort,,10900,0,0,0,0,0,0,0,0,0,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cynthia Lummis,Ted Cruz,Ted Cruz
Harvard University,www.harvard.edu,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10890,0,0,0,0,0,Mitt Romney,Ted Cruz,Ted Cruz
Tankcraft Corp,www.tankcraftcorp.com,10855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Humphreys & Partners Architects,www.humphreysconcerts.com,10850,0,0,0,0,0,0,0,0,0,0,0,0,0,10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Direct Supply Inc,,10846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Robson Communities,,10835,0,0,0,0,0,0,0,0,0,0,0,0,0,10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Rice Lake Weighing Systems,www.ricelake.com,10825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Couri Insurance,www.couri.com,10815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
AG Hill Partners,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Lee,Ted Cruz,Ted Cruz
Agman Partners,www.agmanpartners.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Air Purification,www.airpurificationinc.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Allied Capital & Dev,www.alliedcapitalgrp.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Apache Holdings,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Arizona Diamondbacks,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Arthur Companies,www.arthurcompanies.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Baker Boy,www.bakerboyer.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Bauer Honey,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Beer Capitol,www.beercapitol.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Bernard Marcus Family Foundation,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Clarke Capital Partners,www.clarkecp.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,Mitt Romney,Ted Cruz,Ted Cruz
Ellsworth Adhesives,www.ellsworth.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Environmental Services Ltd,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Ewing & Jones,www.ewingirrigation.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Fayez Sarofim & Co,www.mensclaycourt.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,Mitt Romney,Ted Cruz,Ted Cruz
Fisher Industries,www.fisherind.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Friess Assoc,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
"Goldberg, Lindsay & Co",,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,Mitt Romney,Ted Cruz,Ted Cruz
Hal Leonard Corp,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Herbster Angus Farms,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Heritage Ventures Inc,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Integra Connect,www.integraconnect.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Iron Senergy,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Kairos Ventures,www.kairosventures.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Kumar Family Limited Partnership,,10800,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marshall, Roger",Ted Cruz,Ted Cruz
Lawrence Investments,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Lee,Ted Cruz,Ted Cruz
Lone Star Funds,www.lonestarfunds.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,Ted Cruz,Ted Cruz
Maple Engine LLC,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Johnson,Ted Cruz,Ted Cruz
Maple48 Holdings,,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
Marcus Partners,www.marcuspartners.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,Mitt Romney,Ted Cruz,Ted Cruz
Metrics Global,www.metricsglobal.com,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Ted Cruz
